"COUNTY_1","year","month","day","week2","countyname","smoke","tmax","prec","hum","shrtwv_rad","wind","circ","resp","week"
1,2018,2,1,"2018-W05","Alameda",0,294.935849056604,0,0.00628188679245283,143.447169811321,2.24905660377358,236,605,5
1,2018,2,2,"2018-W05","Alameda",0,295.915094339623,0,0.00672339622641509,145.905660377358,2.12264150943396,237,777,5
1,2018,2,3,"2018-W05","Alameda",0,297.111320754717,0,0.00638735849056604,151.158490566038,2.63018867924528,232,778,5
1,2018,2,4,"2018-W05","Alameda",0,296.139622641509,0,0.00662396226415094,149.616981132075,2.08301886792453,185,603,5
1,2018,2,5,"2018-W05","Alameda",0,297.583018867925,0,0.00682905660377358,150.747169811321,2.0188679245283,241,694,5
1,2018,2,6,"2018-W05","Alameda",0,296.928301886792,0,0.00572301886792453,157.9,3.16037735849057,239,573,5
1,2018,2,7,"2018-W05","Alameda",0,294.843396226415,0,0.00539716981132075,157.271698113208,2.60754716981132,246,728,5
1,2018,2,8,"2018-W06","Alameda",0,296.943396226415,0,0.00601207547169811,159.620754716981,2.19056603773585,263,663,6
1,2018,2,9,"2018-W06","Alameda",0,298.056603773585,0,0.00628037735849057,161.718867924528,2.25094339622642,225,751,6
1,2018,2,10,"2018-W06","Alameda",0,294.339622641509,0,0.00573754716981132,162.115094339623,4.23018867924528,245,630,6
1,2018,2,11,"2018-W06","Alameda",0,287.77358490566,0,0.00471566037735849,153.677358490566,4.07169811320755,205,674,6
1,2018,2,12,"2018-W06","Alameda",0,288.411320754717,0,0.00500301886792453,166.588679245283,4.59433962264151,207,681,6
1,2018,2,13,"2018-W06","Alameda",0,290.158490566038,0,0.00360566037735849,171.471698113208,2.94150943396226,216,759,6
1,2018,2,14,"2018-W06","Alameda",0,289.867924528302,0,0.00436792452830189,145.390566037736,2.64905660377358,232,596,6
1,2018,2,15,"2018-W07","Alameda",0,291.084905660377,0,0.00451377358490566,176.007547169811,3.86792452830189,226,697,7
1,2018,2,16,"2018-W07","Alameda",0,292.415094339623,0,0.00414,175.562264150943,2.3,248,716,7
1,2018,2,17,"2018-W07","Alameda",0,293.775471698113,0,0.00530415094339623,174.224528301887,1.75094339622642,246,699,7
1,2018,2,18,"2018-W07","Alameda",0,286.535849056604,0,0.00542018867924528,170.864150943396,6.96981132075472,249,580,7
1,2018,2,19,"2018-W07","Alameda",0,284.579245283019,0.516981132075472,0.00396075471698113,162.392452830189,6.45471698113208,206,764,7
1,2018,2,20,"2018-W07","Alameda",0,284.860377358491,0,0.0030822641509434,128.583018867925,2.53207547169811,227,617,7
1,2018,2,21,"2018-W07","Alameda",0,286.533962264151,0.0584905660377358,0.00405811320754717,180.18679245283,1.90377358490566,218,699,7
1,2018,2,22,"2018-W08","Alameda",0,285.230188679245,0.107547169811321,0.00456056603773585,163.101886792453,5.95094339622641,227,843,8
1,2018,2,23,"2018-W08","Alameda",0,285.62641509434,0,0.00336075471698113,191.68679245283,4.7188679245283,234,658,8
1,2018,2,24,"2018-W08","Alameda",0,286.639622641509,0,0.00418962264150943,183.6,3.30566037735849,225,751,8
1,2018,2,25,"2018-W08","Alameda",0,288.833962264151,2.83584905660377,0.0045488679245283,191.152830188679,3.17358490566038,232,664,8
1,2018,2,26,"2018-W08","Alameda",0,285.150943396226,7.10943396226415,0.00523320754716981,96.877358490566,5.26603773584906,231,687,8
1,2018,2,27,"2018-W08","Alameda",0,287.320754716981,0.145283018867925,0.00378641509433962,192.68679245283,3.99622641509434,242,668,8
1,2018,2,28,"2018-W08","Alameda",0,285.701886792453,12.9301886792453,0.00494622641509434,121.701886792453,3.15660377358491,185,723,8
1,2018,3,1,"2018-W09","Alameda",0,286.643396226415,20.188679245283,0.00602943396226415,96.0452830188679,7.84150943396226,227,685,9
1,2018,3,2,"2018-W09","Alameda",0,284.903773584906,7.15094339622642,0.00510509433962264,157.920754716981,6.12452830188679,194,658,9
1,2018,3,3,"2018-W09","Alameda",0,283.922641509434,3.15283018867925,0.00498811320754717,170.352830188679,3.70943396226415,224,819,9
1,2018,3,4,"2018-W09","Alameda",0,285.801886792453,0.0509433962264151,0.00468415094339623,205.869811320755,2.60754716981132,246,717,9
1,2018,3,5,"2018-W09","Alameda",0,288.871698113208,0,0.00423962264150943,224.607547169811,2.88679245283019,201,769,9
1,2018,3,6,"2018-W09","Alameda",0,291.432075471698,0,0.0046411320754717,156.683018867925,2.39811320754717,247,591,9
1,2018,3,7,"2018-W09","Alameda",0,293.977358490566,2.49433962264151,0.00593056603773585,144.78679245283,2.39245283018868,242,749,9
1,2018,3,8,"2018-W10","Alameda",0,292.352830188679,0.547169811320755,0.00776641509433962,187.596226415094,3.35094339622642,225,766,10
1,2018,3,9,"2018-W10","Alameda",0,291.060377358491,0,0.00708339622641509,208.943396226415,3.09245283018868,258,715,10
1,2018,3,10,"2018-W10","Alameda",0,288.098113207547,0,0.0072511320754717,150.139622641509,2.45094339622642,232,691,10
1,2018,3,11,"2018-W10","Alameda",0,293.607547169811,0.0924528301886793,0.00688320754716981,226.222641509434,1.47169811320755,218,756,10
1,2018,3,12,"2018-W10","Alameda",0,294.835849056604,5.1811320754717,0.00755698113207547,102.292452830189,3.02264150943396,211,652,10
1,2018,3,13,"2018-W10","Alameda",0,288.637735849057,9.8188679245283,0.00744415094339623,112.711320754717,5.75094339622641,199,709,10
1,2018,3,14,"2018-W10","Alameda",0,286.258490566038,5.54716981132075,0.00585,142.060377358491,3.85283018867925,238,703,10
1,2018,3,15,"2018-W11","Alameda",0,285.952830188679,11.4622641509434,0.00563754716981132,139.367924528302,5.2377358490566,258,731,11
1,2018,3,16,"2018-W11","Alameda",0,285.31320754717,3.26603773584906,0.00546679245283019,161.484905660377,5.14150943396226,204,745,11
1,2018,3,17,"2018-W11","Alameda",0,285.679245283019,2.03018867924528,0.00527566037735849,189.550943396226,2.8622641509434,245,655,11
1,2018,3,18,"2018-W11","Alameda",0,286.694339622642,0,0.0046177358490566,226.539622641509,1.20754716981132,204,596,11
1,2018,3,19,"2018-W11","Alameda",0,290.415094339623,0.986792452830189,0.00478905660377358,235.967924528302,1.93962264150943,246,661,11
1,2018,3,20,"2018-W11","Alameda",0,286.524528301887,16.3962264150943,0.00697264150943396,80.0094339622642,3.13584905660377,210,652,11
1,2018,3,21,"2018-W11","Alameda",0,291.569811320755,14.6452830188679,0.00782320754716981,121.333962264151,3.81698113207547,240,722,11
1,2018,3,22,"2018-W12","Alameda",0,288.362264150943,6.5188679245283,0.00770584905660377,124.028301886792,5.32264150943396,241,705,12
1,2018,3,23,"2018-W12","Alameda",0,287.783018867925,2.15471698113208,0.0050688679245283,253.741509433962,4.09245283018868,254,784,12
1,2018,3,24,"2018-W12","Alameda",0,286.216981132075,1.94528301886792,0.00532811320754717,182.830188679245,4.17735849056604,234,705,12
1,2018,3,25,"2018-W12","Alameda",0,287.132075471698,0.526415094339623,0.00524811320754717,202.411320754717,3.83584905660377,234,708,12
1,2018,3,26,"2018-W12","Alameda",0,291.020754716981,0,0.00502641509433962,266.07358490566,4.53018867924528,217,714,12
1,2018,3,27,"2018-W12","Alameda",0,295.381132075472,0,0.00565490566037736,267.098113207547,3.43018867924528,232,626,12
1,2018,3,28,"2018-W12","Alameda",0,298.390566037736,0,0.00694698113207547,266.484905660377,2.36415094339623,239,622,12
1,2018,3,29,"2018-W13","Alameda",0,300.452830188679,0,0.00716679245283019,270.681132075472,2.39056603773585,228,700,13
1,2018,3,30,"2018-W13","Alameda",0,299.879245283019,0,0.0069977358490566,266.181132075472,1.95283018867925,199,647,13
1,2018,3,31,"2018-W13","Alameda",0,295.605660377359,0,0.00674264150943396,251.435849056604,2.93962264150943,217,640,13
1,2018,4,1,"2018-W13","Alameda",0,294.730188679245,0,0.00700169811320755,283.107547169811,4.15849056603774,216,648,13
1,2018,4,2,"2018-W13","Alameda",0,293.724528301887,0,0.00721566037735849,254.666037735849,4.77547169811321,204,658,13
1,2018,4,3,"2018-W13","Alameda",0,293.992452830189,0,0.00625245283018868,287.807547169811,2.24905660377358,229,775,13
1,2018,4,4,"2018-W13","Alameda",0,291.956603773585,0.128301886792453,0.0059288679245283,221.341509433962,2.09622641509434,228,643,13
1,2018,4,5,"2018-W14","Alameda",0,289.884905660377,8.97547169811321,0.00626377358490566,127.303773584906,2.04150943396226,187,562,14
1,2018,4,6,"2018-W14","Alameda",0,289.441509433962,35.2566037735849,0.00810641509433962,68.3943396226415,4.6377358490566,265,723,14
1,2018,4,7,"2018-W14","Alameda",0,290.51320754717,2.5,0.00892188679245283,259.341509433962,5.32075471698113,258,711,14
1,2018,4,8,"2018-W14","Alameda",0,291.549056603774,0,0.00637339622641509,297.050943396226,3.62830188679245,188,592,14
1,2018,4,9,"2018-W14","Alameda",0,296.788679245283,0,0.00716037735849057,290.547169811321,2.31132075471698,187,763,14
1,2018,4,10,"2018-W14","Alameda",0,291.466037735849,0.181132075471698,0.00736679245283019,241.041509433962,4.36037735849057,253,665,14
1,2018,4,11,"2018-W14","Alameda",0,289.301886792453,2.51132075471698,0.00653339622641509,186.862264150943,5.18301886792453,222,726,14
1,2018,4,12,"2018-W15","Alameda",0,288.205660377358,0,0.00549528301886792,268.949056603774,5.52452830188679,210,613,15
1,2018,4,13,"2018-W15","Alameda",0,293.462264150943,0,0.00542094339622641,298.407547169811,4.0377358490566,244,762,15
1,2018,4,14,"2018-W15","Alameda",0,296.279245283019,0,0.00690981132075472,303.471698113208,3.13207547169811,213,677,15
1,2018,4,15,"2018-W15","Alameda",0,290.233962264151,2.25849056603774,0.00693584905660377,168.535849056604,5.60377358490566,230,686,15
1,2018,4,16,"2018-W15","Alameda",0,285.667924528302,2.05283018867925,0.00533584905660377,215.475471698113,5.12452830188679,214,679,15
1,2018,4,17,"2018-W15","Alameda",0,290.366037735849,0,0.00510905660377358,310.971698113208,2.6811320754717,214,577,15
1,2018,4,18,"2018-W15","Alameda",0,288.239622641509,0,0.00518094339622641,208.343396226415,3.75660377358491,224,685,15
1,2018,4,19,"2018-W16","Alameda",0,291.747169811321,0,0.00560867924528302,317.611320754717,4.19245283018868,238,726,16
1,2018,4,20,"2018-W16","Alameda",0,295.083018867925,0,0.00669339622641509,313.150943396226,3.04905660377359,184,468,16
1,2018,4,21,"2018-W16","Alameda",0,298.494339622642,0,0.0074011320754717,315.994339622642,2.67924528301887,212,592,16
1,2018,4,22,"2018-W16","Alameda",0,299.343396226415,0,0.00746811320754717,324.218867924528,2.73207547169811,192,638,16
1,2018,4,23,"2018-W16","Alameda",0,299.050943396226,0,0.00778396226415094,298.207547169811,2.23018867924528,227,602,16
1,2018,4,24,"2018-W16","Alameda",0,293.730188679245,0,0.00760358490566038,323.447169811321,2.83207547169811,211,713,16
1,2018,4,25,"2018-W16","Alameda",0,292.890566037736,0,0.00706433962264151,324.639622641509,3.09056603773585,222,740,16
1,2018,4,26,"2018-W17","Alameda",0,290.820754716981,0,0.00686037735849057,323.220754716981,4.89245283018868,197,759,17
1,2018,4,27,"2018-W17","Alameda",0,291.554716981132,0,0.00644547169811321,303.183018867925,4.5811320754717,246,773,17
1,2018,4,28,"2018-W17","Alameda",0,290.433962264151,0,0.00657962264150943,290.594339622642,4.17358490566038,218,660,17
1,2018,4,29,"2018-W17","Alameda",0,290.592452830189,0,0.00670981132075472,274.733962264151,4.85283018867925,228,682,17
1,2018,4,30,"2018-W17","Alameda",0,289.715094339623,0,0.00673301886792453,319.143396226415,4.66037735849057,212,795,17
1,2018,5,1,"2018-W17","Alameda",0,292.790566037736,0,0.00687037735849057,303.001886792453,4.4811320754717,203,553,17
1,2018,5,2,"2018-W17","Alameda",0,291.990566037736,0,0.0073,330.460377358491,3.14150943396226,215,579,17
1,2018,5,3,"2018-W18","Alameda",0,291.869811320755,0,0.00732622641509434,329.160377358491,3.2811320754717,234,645,18
1,2018,5,4,"2018-W18","Alameda",0,297.430188679245,0,0.00710320754716981,333.056603773585,2.15471698113208,199,708,18
1,2018,5,5,"2018-W18","Alameda",0,292.501886792453,0,0.00749339622641509,273.666037735849,3.22264150943396,172,718,18
1,2018,5,6,"2018-W18","Alameda",0,291.967924528302,0,0.00746415094339623,316.994339622642,4.06981132075472,232,617,18
1,2018,5,7,"2018-W18","Alameda",0,296.907547169811,0,0.00807698113207547,338.083018867925,4.10754716981132,203,614,18
1,2018,5,8,"2018-W18","Alameda",0,294.852830188679,0,0.00823056603773585,311.769811320755,4.7811320754717,239,684,18
1,2018,5,9,"2018-W18","Alameda",0,293.432075471698,0,0.00814415094339623,335.041509433962,4.81132075471698,260,678,18
1,2018,5,10,"2018-W19","Alameda",0,294.535849056604,0,0.00771471698113208,331.867924528302,4.93018867924528,221,772,19
1,2018,5,11,"2018-W19","Alameda",0,298,0,0.00677094339622642,341.307547169811,4.45283018867925,268,607,19
1,2018,5,12,"2018-W19","Alameda",0,296.269811320755,0,0.00618603773584906,342.688679245283,3.78301886792453,223,637,19
1,2018,5,13,"2018-W19","Alameda",0,291.566037735849,0,0.00745924528301887,339.724528301887,4.3,216,737,19
1,2018,5,14,"2018-W19","Alameda",0,289.954716981132,0,0.0074077358490566,340.509433962264,4.26792452830189,209,715,19
1,2018,5,15,"2018-W19","Alameda",0,291.122641509434,0,0.00739283018867925,340.560377358491,4.59056603773585,209,620,19
1,2018,5,16,"2018-W19","Alameda",0,291.456603773585,0,0.00717509433962264,299.579245283019,4.62452830188679,206,619,19
1,2018,5,17,"2018-W20","Alameda",0,292.337735849057,0,0.00775528301886792,333.284905660377,4.09622641509434,230,686,20
1,2018,5,18,"2018-W20","Alameda",0,291.207547169811,0,0.00814641509433962,335.716981132075,5.11132075471698,228,657,20
1,2018,5,19,"2018-W20","Alameda",0,290.277358490566,0,0.00751716981132075,339.333962264151,5.80188679245283,205,663,20
1,2018,5,20,"2018-W20","Alameda",0,289.862264150943,0,0.00734339622641509,320.12641509434,5.96981132075472,208,609,20
1,2018,5,21,"2018-W20","Alameda",0,293.032075471698,0,0.00770075471698113,344.692452830189,5.11509433962264,205,660,20
1,2018,5,22,"2018-W20","Alameda",0,288.983018867924,0.0754716981132075,0.00803396226415094,342.560377358491,5.15849056603774,199,647,20
1,2018,5,23,"2018-W20","Alameda",0,289.207547169811,0.0528301886792453,0.00775471698113208,344.28679245283,4.70754716981132,189,682,20
1,2018,5,24,"2018-W21","Alameda",0,289.484905660377,0,0.00762358490566038,339.794339622642,4.49056603773585,216,601,21
1,2018,5,25,"2018-W21","Alameda",0,289.983018867925,0,0.00790452830188679,151.775471698113,4.29433962264151,192,710,21
1,2018,5,26,"2018-W21","Alameda",0,291.890566037736,0,0.00782188679245283,297.267924528302,4.09433962264151,220,555,21
1,2018,5,27,"2018-W21","Alameda",0,298.68679245283,0,0.00802301886792453,349.871698113208,3.37358490566038,236,641,21
1,2018,5,28,"2018-W21","Alameda",0,303.503773584906,0,0.00837641509433962,351.869811320755,2.83207547169811,183,752,21
1,2018,5,29,"2018-W21","Alameda",0,301.077358490566,0,0.00855754716981132,351.216981132075,4.34716981132075,228,664,21
1,2018,5,30,"2018-W21","Alameda",0,289.909433962264,0,0.0070788679245283,350.549056603774,6.61509433962264,230,593,21
1,2018,5,31,"2018-W22","Alameda",0,290.549056603774,0,0.00665094339622641,357.075471698113,5.9811320754717,233,611,22
1,2018,6,1,"2018-W22","Alameda",0,297.816981132075,0,0.00719396226415094,346.341509433962,3.75660377358491,216,758,22
1,2018,6,2,"2018-W22","Alameda",0,305.098113207547,0,0.00773207547169811,346.032075471698,2.8377358490566,227,566,22
1,2018,6,3,"2018-W22","Alameda",0,303.650943396226,0,0.00841,343.877358490566,4.20943396226415,186,590,22
1,2018,6,4,"2018-W22","Alameda",0,295.796226415094,0,0.00748603773584906,349.867924528302,5.40566037735849,208,548,22
1,2018,6,5,"2018-W22","Alameda",0,293.32641509434,0,0.00698981132075472,334.409433962264,5.63018867924528,198,626,22
1,2018,6,6,"2018-W22","Alameda",0,290.701886792453,0,0.00738735849056604,351.198113207547,6.67358490566038,245,780,22
1,2018,6,7,"2018-W23","Alameda",0,292.798113207547,0,0.00766056603773585,349.841509433962,5.40754716981132,203,515,23
1,2018,6,8,"2018-W23","Alameda",0,296.262264150943,0,0.00767679245283019,347.488679245283,5.93584905660377,174,607,23
1,2018,6,9,"2018-W23","Alameda",0,292.988679245283,0,0.0074877358490566,329.196226415094,6.87735849056604,193,603,23
1,2018,6,10,"2018-W23","Alameda",0,294.939622641509,0,0.00584547169811321,348.9,5.30754716981132,193,722,23
1,2018,6,11,"2018-W23","Alameda",0,298.666037735849,0,0.0073811320754717,334.628301886792,4.26603773584906,215,701,23
1,2018,6,12,"2018-W23","Alameda",0,303.224528301887,0,0.00777962264150943,350.116981132075,4.24339622641509,202,570,23
1,2018,6,13,"2018-W23","Alameda",0,301.183018867925,0,0.00793962264150943,351.118867924528,5.55094339622642,220,642,23
1,2018,6,14,"2018-W24","Alameda",0,296.943396226415,0,0.00784830188679245,351.535849056604,5.4,216,724,24
1,2018,6,15,"2018-W24","Alameda",0,292.692452830189,0,0.00806811320754717,350.075471698113,5.52075471698113,146,554,24
1,2018,6,16,"2018-W24","Alameda",0,294.549056603774,0,0.00813660377358491,349.147169811321,5.37735849056604,229,567,24
1,2018,6,17,"2018-W24","Alameda",0,294.449056603774,0,0.00795905660377358,345.452830188679,4.16037735849057,224,642,24
1,2018,6,18,"2018-W24","Alameda",0,296.449056603774,0,0.00819547169811321,348.332075471698,4.17924528301887,219,821,24
1,2018,6,19,"2018-W24","Alameda",0,296.981132075472,0,0.00804547169811321,343.809433962264,4.19433962264151,225,589,24
1,2018,6,20,"2018-W24","Alameda",0,295.005660377358,0,0.00792452830188679,338.720754716981,4.71509433962264,270,721,24
1,2018,6,21,"2018-W25","Alameda",0,298.643396226415,0,0.00784471698113207,356.696226415094,4.05660377358491,192,644,25
1,2018,6,22,"2018-W25","Alameda",0,305.218867924528,0,0.00787415094339623,355.720754716981,3.77547169811321,240,609,25
1,2018,6,23,"2018-W25","Alameda",0,307.705660377358,0,0.00787679245283019,351.47358490566,3.77547169811321,178,524,25
1,2018,6,24,"2018-W25","Alameda",0,297.933962264151,0,0.00841679245283019,349.764150943396,5.24716981132075,176,525,25
1,2018,6,25,"2018-W25","Alameda",0,296.303773584906,0,0.0084577358490566,348.454716981132,5.0377358490566,218,677,25
1,2018,6,26,"2018-W25","Alameda",0,297.341509433962,0,0.00730867924528302,357.18679245283,4.91320754716981,188,569,25
1,2018,6,27,"2018-W25","Alameda",0,293.588679245283,0,0.00764943396226415,350.530188679245,5.41132075471698,213,592,25
1,2018,6,28,"2018-W26","Alameda",0,295.303773584906,0,0.00781075471698113,348.316981132075,5.38679245283019,190,596,26
1,2018,6,29,"2018-W26","Alameda",0,302.003773584906,0,0.00800018867924528,348.364150943396,4.57169811320755,232,567,26
1,2018,6,30,"2018-W26","Alameda",0,303.709433962264,0,0.0079788679245283,350.320754716981,3.36415094339623,157,608,26
1,2018,7,1,"2018-W26","Alameda",0.292052073072406,296.37358490566,0,0.00846396226415094,352.045283018868,4.70377358490566,206,734,26
1,2018,7,2,"2018-W26","Alameda",2.06178321328197,293.366037735849,0,0.00865981132075472,350.022641509434,4.88301886792453,238,709,26
1,2018,7,3,"2018-W26","Alameda",0,295.120754716981,0,0.00814207547169811,354.01320754717,5.20754716981132,232,662,26
1,2018,7,4,"2018-W26","Alameda",0,293.252830188679,0,0.00818849056603774,351.101886792453,4.99811320754717,219,625,26
1,2018,7,5,"2018-W27","Alameda",0,299.050943396226,0,0.00747377358490566,351.266037735849,3.89056603773585,209,614,27
1,2018,7,6,"2018-W27","Alameda",0,302.501886792453,0,0.00774188679245283,240.38679245283,3.94905660377359,240,707,27
1,2018,7,7,"2018-W27","Alameda",0,300.290566037736,0,0.00762830188679245,339.137735849057,4.59245283018868,189,593,27
1,2018,7,8,"2018-W27","Alameda",0,299.469811320755,0,0.00738735849056604,350.1,4.99245283018868,167,575,27
1,2018,7,9,"2018-W27","Alameda",0,302.156603773585,0,0.00820547169811321,345.428301886792,5.43207547169811,186,703,27
1,2018,7,10,"2018-W27","Alameda",0,301.596226415094,0,0.00843339622641509,345.005660377358,4.97547169811321,227,706,27
1,2018,7,11,"2018-W27","Alameda",0,300.443396226415,0,0.00880471698113208,348.932075471698,3.64150943396226,188,569,27
1,2018,7,12,"2018-W28","Alameda",0,299.424528301887,0,0.00886962264150943,330.066037735849,4.14339622641509,202,542,28
1,2018,7,13,"2018-W28","Alameda",0,299.694339622642,0,0.0096577358490566,310.684905660377,4.70377358490566,218,651,28
1,2018,7,14,"2018-W28","Alameda",0,297.066037735849,0,0.00984075471698113,330.035849056604,4.63018867924528,222,630,28
1,2018,7,15,"2018-W28","Alameda",0,296.267924528302,0,0.00894207547169811,343.537735849057,4.80377358490566,233,657,28
1,2018,7,16,"2018-W28","Alameda",0,298.933962264151,0,0.00834754716981132,343.601886792453,4.43018867924528,231,533,28
1,2018,7,17,"2018-W28","Alameda",0,299.4,0,0.0082888679245283,347.077358490566,4.32830188679245,229,616,28
1,2018,7,18,"2018-W28","Alameda",0,299.945283018868,0,0.00845169811320755,328.12641509434,4.36792452830189,200,635,28
1,2018,7,19,"2018-W29","Alameda",0,301.118867924528,0,0.00906358490566038,339.28679245283,4.85094339622642,255,612,29
1,2018,7,20,"2018-W29","Alameda",0,299.92641509434,0,0.00907018867924528,329.245283018868,5.18679245283019,214,657,29
1,2018,7,21,"2018-W29","Alameda",0,298.633962264151,0,0.00981377358490566,329.996226415094,4.76981132075472,223,591,29
1,2018,7,22,"2018-W29","Alameda",0,297.860377358491,0,0.00954207547169811,318.320754716981,4.55660377358491,231,620,29
1,2018,7,23,"2018-W29","Alameda",0,299.643396226415,0,0.0092622641509434,326.31320754717,3.93962264150943,192,586,29
1,2018,7,24,"2018-W29","Alameda",0,300,0,0.00890566037735849,334.045283018868,4.75471698113208,216,694,29
1,2018,7,25,"2018-W29","Alameda",0,301.918867924528,0,0.00854716981132075,334.616981132075,4.60943396226415,231,657,29
1,2018,7,26,"2018-W30","Alameda",0.294522730993078,297.628301886792,0,0.00814679245283019,331.992452830189,5.25094339622641,247,708,30
1,2018,7,27,"2018-W30","Alameda",0.213618401537534,296.347169811321,0,0.00849490566037736,338.139622641509,5.17547169811321,198,697,30
1,2018,7,28,"2018-W30","Alameda",0.645697173461336,298.649056603774,0,0.00841603773584906,324.445283018868,4.53962264150943,178,551,30
1,2018,7,29,"2018-W30","Alameda",1.04845639447018,296.398113207547,0,0.00830849056603774,328.079245283019,5.16981132075472,212,605,30
1,2018,7,30,"2018-W30","Alameda",1.29512876735481,298.254716981132,0,0.00827716981132075,332.475471698113,4.99056603773585,194,631,30
1,2018,7,31,"2018-W30","Alameda",0.81254774809158,297.843396226415,0,0.00825037735849057,329.933962264151,4.43962264150943,196,474,30
1,2018,8,1,"2018-W30","Alameda",0,296.31320754717,0,0.00789698113207547,323.107547169811,4.89622641509434,169,679,30
1,2018,8,2,"2018-W31","Alameda",0,296.841509433962,0,0.00814490566037736,322.188679245283,5.27924528301887,201,574,31
1,2018,8,3,"2018-W31","Alameda",5.39382943629854,301.564150943396,0,0.0079577358490566,325.466037735849,4.58867924528302,211,579,31
1,2018,8,4,"2018-W31","Alameda",0,300.805660377358,0,0.0076411320754717,305.558490566038,4.94528301886792,206,646,31
1,2018,8,5,"2018-W31","Alameda",1.31926072837408,299.322641509434,0,0.00775735849056604,322.432075471698,4.47547169811321,231,627,31
1,2018,8,6,"2018-W31","Alameda",1.8176387710546,302.056603773585,0,0.00763924528301887,322.488679245283,4.56415094339623,179,539,31
